# Euromilhões data from each draw (top 3 prize count) - Bids per draw in PT
# Scraped from file 373.0 (oldest, Oct/2004) to 12994.0 (Oct/2023)
# Between the first file, 373.0 (Oct/2004), and 12994.0 (Oct/2023), over 1600+ draws happened
# Attention to files as 4630.0 (draw 2004/34), added after draw 373.0 (2004/35) and 2391.0 (2006/50)
# Since 2011-05-06 (draw 6721.0) Euromilhões has draws every Friday and Tuesday (before the date, only Fridays)
# Run using Python v3.10 with libraries: requests, BeautifulSoup
# Created by Fernando Abreu, at 2023-10-15 16:06:45 UTC
# Source of data: https://www.jogossantacasa.pt/web/SCCartazResult/euroMilhoes
draw_seq,draw_date,wins,bids
2013.101,2013-12-17,1,3609569
2013.102,2013-12-20,2,5611559
2013.103,2013-12-24,1,4637705
2013.104,2013-12-27,12,5810711
2013.105,2013-12-31,4,6432282
2014.001,2014-01-03,3,8085868
2014.002,2014-01-07,3,7122799
2014.003,2014-01-10,5,5265016
2014.004,2014-01-14,1,3593720
2014.005,2014-01-17,2,5081612
2014.006,2014-01-21,0,3587987
2014.007,2014-01-24,0,5368364
2014.008,2014-01-28,2,3846024
2014.009,2014-01-31,3,5671712
2014.010,2014-02-04,1,3067986
2014.011,2014-02-07,0,4766584
2014.012,2014-02-11,3,3020356
2014.013,2014-02-14,1,4623723
2014.014,2014-02-18,0,2947585
2014.015,2014-02-21,3,4587179
2014.016,2014-02-25,1,3170135
2014.017,2014-02-28,1,4781236
2014.018,2014-03-04,0,2948593
2014.019,2014-03-07,1,8295620
2014.020,2014-03-11,2,5705544
2014.021,2014-03-14,7,7345649
2014.022,2014-03-18,1,3189834
2014.023,2014-03-21,0,4892875
2014.024,2014-03-25,1,3031787
2014.025,2014-03-28,3,4808030
2014.026,2014-04-01,1,2954214
2014.027,2014-04-04,2,4443433
2014.028,2014-04-08,1,3002851
2014.029,2014-04-11,2,4715179
2014.030,2014-04-15,0,3197351
2014.031,2014-04-18,3,4651004
2014.032,2014-04-22,0,3445198
2014.033,2014-04-25,2,4702023
2014.034,2014-04-29,0,3713269
2014.035,2014-05-02,0,5354672
2014.036,2014-05-06,3,2905034
2014.037,2014-05-09,1,4496497
2014.038,2014-05-13,0,3122064
2014.039,2014-05-16,0,4520349
2014.040,2014-05-20,2,3166476
2014.041,2014-05-23,1,4832419
2014.042,2014-05-27,5,3456146
2014.043,2014-05-30,2,5189686
2014.044,2014-06-03,2,3934793
2014.045,2014-06-06,0,6121713
2014.046,2014-06-10,3,4784115
2014.047,2014-06-13,1,6613219
2014.048,2014-06-17,1,2969234
2014.049,2014-06-20,3,4515612
2014.050,2014-06-24,0,2868691
2014.051,2014-06-27,1,4451952
2014.052,2014-07-01,2,3156441
2014.053,2014-07-04,1,4644327
2014.054,2014-07-08,3,3318632
2014.055,2014-07-11,2,5016418
2014.056,2014-07-15,1,3620397
2014.057,2014-07-18,1,4431761
2014.058,2014-07-22,1,3105179
2014.059,2014-07-25,1,4605243
2014.060,2014-07-29,3,3223995
2014.061,2014-08-01,2,4454232
2014.062,2014-08-05,2,3164199
2014.063,2014-08-08,0,4709604
2014.064,2014-08-12,1,3351375
2014.065,2014-08-15,4,4461125
2014.066,2014-08-19,4,3645570
2014.067,2014-08-22,4,4388321
2014.068,2014-08-26,2,3142060
2014.069,2014-08-29,0,4513521
2014.070,2014-09-02,3,3168837
2014.071,2014-09-05,3,4564297
2014.072,2014-09-09,11,3286128
2014.073,2014-09-12,1,4802705
2014.074,2014-09-16,0,3629130
2014.075,2014-09-19,1,5111245
2014.076,2014-09-23,0,2945247
2014.077,2014-09-26,0,4356327
2014.078,2014-09-30,1,3233339
2014.079,2014-10-03,5,6774468
2014.080,2014-10-07,1,4963809
2014.081,2014-10-10,4,6954030
2014.082,2014-10-14,0,5451234
2014.083,2014-10-17,0,7989619
2014.084,2014-10-21,3,6975199
2014.085,2014-10-24,3,9210746
2014.086,2014-10-28,2,3445380
2014.087,2014-10-31,5,4975864
2014.088,2014-11-04,2,3423100
2014.089,2014-11-07,4,5092819
2014.090,2014-11-11,0,3244272
2014.091,2014-11-14,0,4829411
2014.092,2014-11-18,0,3318943
2014.093,2014-11-21,0,4950894
2014.094,2014-11-25,1,3555530
2014.095,2014-11-28,8,5227957
2014.096,2014-12-02,1,3862631
2014.097,2014-12-05,0,4618134
2014.098,2014-12-09,0,3071042
2014.099,2014-12-12,0,4741374
2014.100,2014-12-16,2,3367902
2014.101,2014-12-19,3,4496772
2014.102,2014-12-23,0,3451883
2014.103,2014-12-26,4,4086944
2014.104,2014-12-30,1,3449052
2015.001,2015-01-02,2,4141135
2015.002,2015-01-06,0,3148084
2015.003,2015-01-09,3,4529209
2015.004,2015-01-13,9,2950904
2015.005,2015-01-16,0,4293590
2015.006,2015-01-20,2,3078805
2015.007,2015-01-23,2,4231210
2015.008,2015-01-27,1,2979755
2015.009,2015-01-30,4,4110093
2015.010,2015-02-03,1,2836979
2015.011,2015-02-06,9,4086127
2015.012,2015-02-10,1,2946164
2015.013,2015-02-13,0,4603930
2015.014,2015-02-17,1,2922766
2015.015,2015-02-20,1,4647875
2015.016,2015-02-24,0,3443204
2015.017,2015-02-27,4,5015692
2015.018,2015-03-03,3,3828441
2015.019,2015-03-06,2,7338030
2015.020,2015-03-10,0,3105152
2015.021,2015-03-13,2,4952240
2015.022,2015-03-17,0,3225056
2015.023,2015-03-20,1,4843246
2015.024,2015-03-24,0,3485045
2015.025,2015-03-27,3,5030173
2015.026,2015-03-31,2,3727638
2015.027,2015-04-03,6,4061001
2015.028,2015-04-07,3,2997277
2015.029,2015-04-10,0,4324296
2015.030,2015-04-14,1,3031118
2015.031,2015-04-17,0,4418358
2015.032,2015-04-21,2,3125519
2015.033,2015-04-24,2,4658509
2015.034,2015-04-28,2,2841830
2015.035,2015-05-01,3,3949413
2015.036,2015-05-05,0,2964650
2015.037,2015-05-08,4,4399959
2015.038,2015-05-12,0,3079992
2015.039,2015-05-15,0,4027291
2015.040,2015-05-19,0,2808888
2015.041,2015-05-22,1,4157011
2015.042,2015-05-26,0,2892795
2015.043,2015-05-29,0,3911556
2015.044,2015-06-02,1,2977508
2015.045,2015-06-05,0,6998366
2015.046,2015-06-09,3,4751396
2015.047,2015-06-12,1,6592677
2015.048,2015-06-16,1,2993013
2015.049,2015-06-19,1,4299396
2015.050,2015-06-23,0,2861717
2015.051,2015-06-26,7,4157105
2015.052,2015-06-30,1,2789444
2015.053,2015-07-03,0,4225716
2015.054,2015-07-07,5,2976150
2015.055,2015-07-10,4,4490252
2015.056,2015-07-14,1,2840056
2015.057,2015-07-17,0,4243612
2015.058,2015-07-21,0,3023367
2015.059,2015-07-24,1,4422317
2015.060,2015-07-28,0,2840769
2015.061,2015-07-31,1,4308959
2015.062,2015-08-04,2,2884824
2015.063,2015-08-07,1,4300823
2015.064,2015-08-11,3,3121797
2015.065,2015-08-14,2,4661176
2015.066,2015-08-18,0,2923620
2015.067,2015-08-21,1,4246275
2015.068,2015-08-25,0,3067717
2015.069,2015-08-28,1,4019163
2015.070,2015-09-01,0,2784089
2015.071,2015-09-04,0,4136796
2015.072,2015-09-08,3,2925309
2015.073,2015-09-11,4,4001185
2015.074,2015-09-15,0,2750719
2015.075,2015-09-18,2,4078312
2015.076,2015-09-22,0,2901716
2015.077,2015-09-25,0,4245444
2015.078,2015-09-29,3,2677272
2015.079,2015-10-02,10,3964847
2015.080,2015-10-06,1,2694602
2015.081,2015-10-09,0,4060911
2015.082,2015-10-13,0,2925572
2015.083,2015-10-16,0,3872464
2015.084,2015-10-20,1,2742079
2015.085,2015-10-23,1,4036370
2015.086,2015-10-27,0,2869074
2015.087,2015-10-30,4,4218957
2015.088,2015-11-03,0,3338978
2015.089,2015-11-06,3,7495838
2015.090,2015-11-10,0,5289497
2015.091,2015-11-13,1,7690631
2015.092,2015-11-17,0,5985934
2015.093,2015-11-20,2,8068460
2015.094,2015-11-24,3,3133671
2015.095,2015-11-27,2,4667506
2015.096,2015-12-01,12,3365631
2015.097,2015-12-04,6,4901208
2015.098,2015-12-08,3,3395675
2015.099,2015-12-11,2,5161464
2015.100,2015-12-15,3,3848565
2015.101,2015-12-18,3,5377953
2015.102,2015-12-22,3,3325482
2015.103,2015-12-25,2,3666491
2015.104,2015-12-29,0,3514862
2016.001,2016-01-01,0,4250853
2016.002,2016-01-05,0,3438589
2016.003,2016-01-08,2,4848593
2016.004,2016-01-12,0,3647132
2016.005,2016-01-15,1,5265427
2016.006,2016-01-19,2,3831485
2016.007,2016-01-22,1,6115179
2016.008,2016-01-26,2,5002258
2016.009,2016-01-29,1,6786113
2016.010,2016-02-02,0,3142691
2016.011,2016-02-05,0,4268686
2016.012,2016-02-09,0,2841954
2016.013,2016-02-12,1,4350876
2016.014,2016-02-16,2,2856753
2016.015,2016-02-19,1,4176387
2016.016,2016-02-23,0,3007881
2016.017,2016-02-26,2,3939176
2016.018,2016-03-01,2,2788342
2016.019,2016-03-04,0,4092517
2016.020,2016-03-08,1,2930283
2016.021,2016-03-11,0,4277465
2016.022,2016-03-15,1,3044839
2016.023,2016-03-18,3,4505339
2016.024,2016-03-22,1,2752481
2016.025,2016-03-25,1,3852934
2016.026,2016-03-29,0,2795436
2016.027,2016-04-01,0,4179107
2016.028,2016-04-05,0,3051588
2016.029,2016-04-08,1,4534381
2016.030,2016-04-12,3,3291694
2016.031,2016-04-15,0,3908961
2016.032,2016-04-19,2,2826499
2016.033,2016-04-22,0,4119903
2016.034,2016-04-26,0,2794229
2016.035,2016-04-29,2,4206335
2016.036,2016-05-03,0,3129765
2016.037,2016-05-06,4,4392989
2016.038,2016-05-10,1,3578039
2016.039,2016-05-13,3,4230771
2016.040,2016-05-17,0,2874402
2016.041,2016-05-20,0,4088734
2016.042,2016-05-24,0,2992338
2016.043,2016-05-27,2,4045483
2016.044,2016-05-31,4,3213770
2016.045,2016-06-03,3,4357964
2016.046,2016-06-07,0,3406774
2016.047,2016-06-10,2,4229519
2016.048,2016-06-14,0,2720734
2016.049,2016-06-17,2,3909391
2016.050,2016-06-21,1,2794299
2016.051,2016-06-24,1,3856660
2016.052,2016-06-28,5,2597558
2016.053,2016-07-01,2,3793789
2016.054,2016-07-05,1,2614198
2016.055,2016-07-08,1,3845902
2016.056,2016-07-12,2,2803119
2016.057,2016-07-15,1,3905546
2016.058,2016-07-19,0,2891717
2016.059,2016-07-22,1,4261700
2016.060,2016-07-26,1,3204889
2016.061,2016-07-29,3,4680140
2016.062,2016-08-02,1,2833054
2016.063,2016-08-05,3,3991584
2016.064,2016-08-09,0,2879469
2016.065,2016-08-12,0,4061391
2016.066,2016-08-16,1,2881782
2016.067,2016-08-19,1,4399078
2016.068,2016-08-23,0,2777277
2016.069,2016-08-26,2,3882622
2016.070,2016-08-30,0,2845999
2016.071,2016-09-02,7,3925525
2016.072,2016-09-06,0,2639298
2016.073,2016-09-09,1,3900504
2016.074,2016-09-13,0,2844101
2016.075,2016-09-16,8,3941614
2016.076,2016-09-20,0,2664075
2016.077,2016-09-23,2,3979822
2016.078,2016-09-27,1,2591002
2016.079,2016-09-30,2,4862602
2016.080,2016-10-04,3,3605542
2016.081,2016-10-07,1,5348775
2016.082,2016-10-11,2,4127435
2016.083,2016-10-14,0,4313352
2016.084,2016-10-18,1,2777814
2016.085,2016-10-21,3,4270843
2016.086,2016-10-25,0,2862518
2016.087,2016-10-28,6,4669455
2016.088,2016-11-01,2,2519147
2016.089,2016-11-04,2,4174526
2016.090,2016-11-08,0,2724192
2016.091,2016-11-11,0,3940995
2016.092,2016-11-15,1,2592158
2016.093,2016-11-18,3,3906585
2016.094,2016-11-22,0,2627856
2016.095,2016-11-25,6,4006109
2016.096,2016-11-29,1,2440148
2016.097,2016-12-02,2,3668419
2016.098,2016-12-06,2,2441385
2016.099,2016-12-09,2,3665256
2016.100,2016-12-13,0,2540312
2016.101,2016-12-16,3,3896254
2016.102,2016-12-20,10,2766916
2016.103,2016-12-23,3,3900854
2016.104,2016-12-27,0,2571122
2016.105,2016-12-30,1,3970703
2017.001,2017-01-03,0,2529548
2017.002,2017-01-06,4,3706219
2017.003,2017-01-10,1,2556408
2017.004,2017-01-13,3,4018544
2017.005,2017-01-17,1,2653544
2017.006,2017-01-20,3,3866720
2017.007,2017-01-24,0,2753468
2017.008,2017-01-27,2,3378035
2017.009,2017-01-31,0,2329102
2017.010,2017-02-03,1,3337218
2017.011,2017-02-07,1,2299505
2017.012,2017-02-10,2,3467290
2017.013,2017-02-14,1,2408774
2017.014,2017-02-17,1,3276409
2017.015,2017-02-21,1,2162302
2017.016,2017-02-24,2,3291212
2017.017,2017-02-28,0,2120090
2017.018,2017-03-03,0,3338741
2017.019,2017-03-07,1,2368147
2017.020,2017-03-10,2,3656910
2017.021,2017-03-14,3,2586933
2017.022,2017-03-17,0,3259597
2017.023,2017-03-21,0,2262187
2017.024,2017-03-24,3,3334313
2017.025,2017-03-28,1,2307543
2017.026,2017-03-31,2,3439371
2017.027,2017-04-04,3,2411558
2017.028,2017-04-07,3,3546969
2017.029,2017-04-11,0,2700007
2017.030,2017-04-14,3,2999942
2017.031,2017-04-18,0,2138194
2017.032,2017-04-21,0,3254528
2017.033,2017-04-25,1,2121541
2017.034,2017-04-28,4,3364494
2017.035,2017-05-02,2,2271401
2017.036,2017-05-05,0,3568684
2017.037,2017-05-09,5,2566233
2017.038,2017-05-12,0,3921065
2017.039,2017-05-16,1,2963124
2017.040,2017-05-19,2,4781785
2017.041,2017-05-23,1,3832755
2017.042,2017-05-26,0,5454466
2017.043,2017-05-30,5,4401487
2017.044,2017-06-02,4,6902586
2017.045,2017-06-06,0,2477551
2017.046,2017-06-09,2,3628197
2017.047,2017-06-13,1,2415797
2017.048,2017-06-16,1,3424683
2017.049,2017-06-20,1,2403755
2017.050,2017-06-23,2,3723377
2017.051,2017-06-27,3,2890717
2017.052,2017-06-30,1,5066891
2017.053,2017-07-04,0,2308052
2017.054,2017-07-07,5,3491477
2017.055,2017-07-11,3,2307453
2017.056,2017-07-14,0,3369691
2017.057,2017-07-18,0,2351166
2017.058,2017-07-21,0,3516951
2017.059,2017-07-25,1,2445226
2017.060,2017-07-28,1,3629543
2017.061,2017-08-01,5,2349435
2017.062,2017-08-04,1,3446677
2017.063,2017-08-08,2,2414580
2017.064,2017-08-11,1,3361597
2017.065,2017-08-15,0,2195450
2017.066,2017-08-18,0,3367002
2017.067,2017-08-22,3,2413701
2017.068,2017-08-25,0,3230491
2017.069,2017-08-29,1,2241023
2017.070,2017-09-01,1,3259939
2017.071,2017-09-05,2,2198765
2017.072,2017-09-08,1,3237656
2017.073,2017-09-12,1,2550850
2017.074,2017-09-15,2,5273648
2017.075,2017-09-19,3,3667420
2017.076,2017-09-22,0,5298686
2017.077,2017-09-26,2,4172531
2017.078,2017-09-29,0,5912712
2017.079,2017-10-03,3,5395722
2017.080,2017-10-06,7,6558985
2017.081,2017-10-10,1,2609449
2017.082,2017-10-13,2,3880847
2017.083,2017-10-17,2,2523979
2017.084,2017-10-20,4,3805168
2017.085,2017-10-24,2,2692380
2017.086,2017-10-27,6,3385693
2017.087,2017-10-31,0,2378095
2017.088,2017-11-03,2,3299218
2017.089,2017-11-07,0,2262084
2017.090,2017-11-10,1,3396958
2017.091,2017-11-14,1,2664519
2017.092,2017-11-17,1,4829254
2017.093,2017-11-21,3,2555847
2017.094,2017-11-24,1,3905290
2017.095,2017-11-28,0,2640578
2017.096,2017-12-01,2,3756086
2017.097,2017-12-05,2,2850690
2017.098,2017-12-08,2,4118281
2017.099,2017-12-12,2,3101709
2017.100,2017-12-15,1,4673074
2017.101,2017-12-19,1,3466669
2017.102,2017-12-22,0,3666242
2017.103,2017-12-26,0,2184576
2017.104,2017-12-29,1,3819602
2018.001,2018-01-02,0,2205398
2018.002,2018-01-05,4,3365207
2018.003,2018-01-09,1,2358896
2018.004,2018-01-12,5,3500574
2018.005,2018-01-16,0,2453300
2018.006,2018-01-19,1,3538391
2018.007,2018-01-23,0,2579754
2018.008,2018-01-26,0,3665697
2018.009,2018-01-30,2,2713607
2018.010,2018-02-02,2,4123699
2018.011,2018-02-06,3,3426624
2018.012,2018-02-09,0,4797489
2018.013,2018-02-13,2,3382156
2018.014,2018-02-16,2,5197589
2018.015,2018-02-20,2,4498109
2018.016,2018-02-23,2,6802872
2018.017,2018-02-27,0,2467894
2018.018,2018-03-02,2,3559508
2018.019,2018-03-06,2,2450567
2018.020,2018-03-09,4,3657612
2018.021,2018-03-13,2,2608403
2018.022,2018-03-16,1,3303399
2018.023,2018-03-20,2,2343576
2018.024,2018-03-23,1,3411196
2018.025,2018-03-27,0,2357275
2018.026,2018-03-30,2,3370243
2018.027,2018-04-03,1,2442316
2018.028,2018-04-06,0,3704906
2018.029,2018-04-10,1,2295705
2018.030,2018-04-13,4,4044593
2018.031,2018-04-17,1,2465630
2018.032,2018-04-20,2,5118876
2018.033,2018-04-24,0,3539836
2018.034,2018-04-27,1,3345311
2018.035,2018-05-01,1,2186288
2018.036,2018-05-04,1,3396572
2018.037,2018-05-08,1,2388905
2018.038,2018-05-11,0,3229682
2018.039,2018-05-15,1,2215234
2018.040,2018-05-18,4,3200508
2018.041,2018-05-22,0,2244373
2018.042,2018-05-25,2,3359703
2018.043,2018-05-29,1,2376228
2018.044,2018-06-01,2,3531266
2018.045,2018-06-05,1,2289726
2018.046,2018-06-08,0,4002038
2018.047,2018-06-12,3,2191704
2018.048,2018-06-15,0,3159915
2018.049,2018-06-19,1,2144917
2018.050,2018-06-22,0,2982645
2018.051,2018-06-26,1,2083504
2018.052,2018-06-29,1,3094540
2018.053,2018-07-03,1,2230822
2018.054,2018-07-06,1,3294087
2018.055,2018-07-10,0,2361283
2018.056,2018-07-13,0,3424539
2018.057,2018-07-17,0,2092126
2018.058,2018-07-20,0,3118385
2018.059,2018-07-24,0,2195573
2018.060,2018-07-27,0,3206803
2018.061,2018-07-31,0,2436894
2018.062,2018-08-03,1,3243249
2018.063,2018-08-07,3,2673071
2018.064,2018-08-10,0,3575353
2018.065,2018-08-14,0,3085839
2018.066,2018-08-17,1,3789597
2018.067,2018-08-21,0,3508399
2018.068,2018-08-24,1,3154293
2018.069,2018-08-28,4,2273346
2018.070,2018-08-31,14,3171012
2018.071,2018-09-04,1,2312022
2018.072,2018-09-07,0,2993734
2018.073,2018-09-11,1,2173038
2018.074,2018-09-14,1,3088004
2018.075,2018-09-18,1,2373907
2018.076,2018-09-21,6,4727807
2018.077,2018-09-25,0,3357202
2018.078,2018-09-28,2,4695235
2018.079,2018-10-02,3,3831705
2018.080,2018-10-05,5,3050813
2018.081,2018-10-09,0,2231941
2018.082,2018-10-12,1,3388950
2018.083,2018-10-16,1,2270009
2018.084,2018-10-19,0,3394330
2018.085,2018-10-23,1,2537437
2018.086,2018-10-26,2,3730881
2018.087,2018-10-30,3,2672763
2018.088,2018-11-02,1,3486701
2018.089,2018-11-06,1,2139571
2018.090,2018-11-09,1,3144698
2018.091,2018-11-13,1,2219955
2018.092,2018-11-16,1,3157193
2018.093,2018-11-20,1,2061945
2018.094,2018-11-23,2,3030183
2018.095,2018-11-27,0,2146898
2018.096,2018-11-30,6,3341190
2018.097,2018-12-04,1,2310568
2018.098,2018-12-07,4,3561596
2018.099,2018-12-11,0,2506999
2018.100,2018-12-14,3,3785911
2018.101,2018-12-18,1,2656533
2018.102,2018-12-21,2,4300311
2018.103,2018-12-25,1,2518940
2018.104,2018-12-28,1,4839780
2019.001,2019-01-01,0,3228352
2019.002,2019-01-04,0,3325093
2019.003,2019-01-08,0,2349224
2019.004,2019-01-11,1,3341161
2019.005,2019-01-15,0,2335514
2019.006,2019-01-18,2,3374302
2019.007,2019-01-22,2,2631869
2019.008,2019-01-25,0,3438192
2019.009,2019-01-29,0,2830297
2019.010,2019-02-01,4,4879177
2019.011,2019-02-05,2,3493092
2019.012,2019-02-08,0,4392430
2019.013,2019-02-12,1,3730012
2019.014,2019-02-15,5,4705230
2019.015,2019-02-19,1,3817404
2019.016,2019-02-22,1,3245928
2019.017,2019-02-26,2,2255932
2019.018,2019-03-01,4,3266734
2019.019,2019-03-05,1,2162933
2019.020,2019-03-08,1,3417281
2019.021,2019-03-12,4,2585049
2019.022,2019-03-15,4,4361671
2019.023,2019-03-19,1,2199057
2019.024,2019-03-22,1,3124477
2019.025,2019-03-26,1,2175600
2019.026,2019-03-29,2,3181217
2019.027,2019-04-02,1,2322692
2019.028,2019-04-05,0,3350946
2019.029,2019-04-09,3,2386423
2019.030,2019-04-12,0,2970321
2019.031,2019-04-16,2,2135255
2019.032,2019-04-19,0,2872923
2019.033,2019-04-23,1,2138811
2019.034,2019-04-26,1,2829185
2019.035,2019-04-30,0,2147701
2019.036,2019-05-03,3,2804030
2019.037,2019-05-07,0,2053794
2019.038,2019-05-10,0,2889926
2019.039,2019-05-14,2,2015420
2019.040,2019-05-17,1,2917978
2019.041,2019-05-21,0,2086644
2019.042,2019-05-24,1,3122932
2019.043,2019-05-28,2,2214978
2019.044,2019-05-31,1,2870671
2019.045,2019-06-04,1,2180748
2019.046,2019-06-07,4,4421811
2019.047,2019-06-11,1,2713145
2019.048,2019-06-14,1,2970937
2019.049,2019-06-18,1,2099740
2019.050,2019-06-21,0,2915595
2019.051,2019-06-25,0,2133204
2019.052,2019-06-28,2,3155030
2019.053,2019-07-02,2,2261730
2019.054,2019-07-05,5,3256866
2019.055,2019-07-09,2,2450700
2019.056,2019-07-12,0,3461700
2019.057,2019-07-16,1,2513355
2019.058,2019-07-19,5,3861557
2019.059,2019-07-23,1,2103346
2019.060,2019-07-26,2,3009294
2019.061,2019-07-30,0,2206749
2019.062,2019-08-02,5,3157272
2019.063,2019-08-06,1,2375016
2019.064,2019-08-09,0,3518887
2019.065,2019-08-13,2,2639121
2019.066,2019-08-16,0,3348810
2019.067,2019-08-20,1,2641559
2019.068,2019-08-23,1,3981405
2019.069,2019-08-27,3,3058115
2019.070,2019-08-30,1,4312763
2019.071,2019-09-03,0,3296990
2019.072,2019-09-06,3,4585902
2019.073,2019-09-10,1,3593791
2019.074,2019-09-13,3,5403678
2019.075,2019-09-17,0,4231580
2019.076,2019-09-20,5,5373290
2019.077,2019-09-24,2,4864388
2019.078,2019-09-27,0,6062134
2019.079,2019-10-01,1,4781231
2019.080,2019-10-04,0,6096625
2019.081,2019-10-08,2,6100226
2019.082,2019-10-11,2,3488716
2019.083,2019-10-15,3,2421331
2019.084,2019-10-18,2,3343176
2019.085,2019-10-22,1,2410363
2019.086,2019-10-25,1,3409618
2019.087,2019-10-29,0,2470775
2019.088,2019-11-01,0,3153186
2019.089,2019-11-05,2,2510472
2019.090,2019-11-08,1,3725967
2019.091,2019-11-12,0,2906907
2019.092,2019-11-15,0,3680438
2019.093,2019-11-19,3,2782491
2019.094,2019-11-22,2,3047620
2019.095,2019-11-26,0,2200105
2019.096,2019-11-29,1,3125842
2019.097,2019-12-03,0,2328744
2019.098,2019-12-06,0,3011764
2019.099,2019-12-10,1,2261828
2019.100,2019-12-13,1,3454623
2019.101,2019-12-17,3,2325938
2019.102,2019-12-20,0,2925286
2019.103,2019-12-24,1,2446407
2019.104,2019-12-27,1,2988261
2019.105,2019-12-31,1,2830056
2020.001,2020-01-03,2,3103952
2020.002,2020-01-07,0,2459159
2020.003,2020-01-10,0,3259067
2020.004,2020-01-14,0,2513183
2020.005,2020-01-17,1,3813707
2020.006,2020-01-21,1,2135856
2020.007,2020-01-24,2,3078772
2020.008,2020-01-28,0,2101447
2020.009,2020-01-31,4,3062313
2020.010,2020-02-04,5,2391320
2020.011,2020-02-07,1,4295656
2020.012,2020-02-11,1,2217480
2020.013,2020-02-14,1,3025943
2020.014,2020-02-18,1,2109009
2020.015,2020-02-21,1,3011790
2020.016,2020-02-25,0,2039000
2020.017,2020-02-28,3,3063727
2020.018,2020-03-03,2,2040430
2020.019,2020-03-06,1,2948880
2020.020,2020-03-10,1,2115767
2020.021,2020-03-13,0,3079208
2020.022,2020-03-17,1,1722457
2020.023,2020-03-20,1,1800387
2020.024,2020-03-24,1,1293267
2020.025,2020-03-27,1,1811502
2020.026,2020-03-31,1,1370471
2020.027,2020-04-03,1,1934192
2020.028,2020-04-07,1,1500704
2020.029,2020-04-10,0,2010357
2020.030,2020-04-14,0,1522901
2020.031,2020-04-17,1,2156452
2020.032,2020-04-21,1,1537151
2020.033,2020-04-24,3,2135279
2020.034,2020-04-28,2,1609995
2020.035,2020-05-01,0,2121915
2020.036,2020-05-05,0,1680450
2020.037,2020-05-08,0,2352496
2020.038,2020-05-12,3,1787363
2020.039,2020-05-15,0,2434963
2020.040,2020-05-19,1,1659940
2020.041,2020-05-22,2,2331190
2020.042,2020-05-26,2,1696886
2020.043,2020-05-29,1,2272716
2020.044,2020-06-02,0,1678536
2020.045,2020-06-05,2,2376700
2020.046,2020-06-09,1,1829126
2020.047,2020-06-12,0,2349875
2020.048,2020-06-16,2,1700947
2020.049,2020-06-19,0,2398395
2020.050,2020-06-23,0,1744085
2020.051,2020-06-26,4,2443477
2020.052,2020-06-30,2,1907462
2020.053,2020-07-03,3,3814429
2020.054,2020-07-07,1,2629512
2020.055,2020-07-10,1,2628086
2020.056,2020-07-14,0,1843298
2020.057,2020-07-17,1,2537883
2020.058,2020-07-21,0,1922771
2020.059,2020-07-24,2,2482465
2020.060,2020-07-28,0,1836468
2020.061,2020-07-31,0,2628712
2020.062,2020-08-04,0,1940317
2020.063,2020-08-07,1,2812909
2020.064,2020-08-11,0,2121213
2020.065,2020-08-14,1,2984393
2020.066,2020-08-18,1,2225186
2020.067,2020-08-21,4,3437760
2020.068,2020-08-25,2,2485838
2020.069,2020-08-28,5,3899481
2020.070,2020-09-01,3,3245448
2020.071,2020-09-04,0,2814677
2020.072,2020-09-08,0,2000036
2020.073,2020-09-11,2,2759499
2020.074,2020-09-15,0,2088173
2020.075,2020-09-18,1,2801830
2020.076,2020-09-22,0,2276916
2020.077,2020-09-25,5,4224310
2020.078,2020-09-29,0,1926684
2020.079,2020-10-02,0,2759551
2020.080,2020-10-06,0,1766169
2020.081,2020-10-09,0,2718031
2020.082,2020-10-13,0,1940578
2020.083,2020-10-16,1,2724355
2020.084,2020-10-20,1,2002698
2020.085,2020-10-23,6,3004817
2020.086,2020-10-27,3,2076976
2020.087,2020-10-30,3,2634030
2020.088,2020-11-03,3,1864623
2020.089,2020-11-06,3,2603453
2020.090,2020-11-10,0,1986965
2020.091,2020-11-13,3,3093854
2020.092,2020-11-17,0,2167757
2020.093,2020-11-20,2,4132086
2020.094,2020-11-24,2,2851722
2020.095,2020-11-27,1,3950712
2020.096,2020-12-01,0,2520234
2020.097,2020-12-04,2,4761329
2020.098,2020-12-08,4,3627030
2020.099,2020-12-11,3,4971004
2020.100,2020-12-15,2,2163459
2020.101,2020-12-18,3,3051099
2020.102,2020-12-22,0,2310413
2020.103,2020-12-25,1,2278853
2020.104,2020-12-29,0,2181922
2021.001,2021-01-01,4,2584397
2021.002,2021-01-05,1,1953604
2021.003,2021-01-08,1,2738120
2021.004,2021-01-12,1,1964252
2021.005,2021-01-15,0,2653785
2021.006,2021-01-19,0,1842318
2021.007,2021-01-22,0,2475608
2021.008,2021-01-26,0,1666332
2021.009,2021-01-29,1,2437866
2021.010,2021-02-02,3,1995744
2021.011,2021-02-05,2,4333329
2021.012,2021-02-09,0,2924128
2021.013,2021-02-12,0,4107393
2021.014,2021-02-16,2,2789902
2021.015,2021-02-19,2,4741608
2021.016,2021-02-23,2,4097990
2021.017,2021-02-26,5,5455853
2021.018,2021-03-02,1,2167699
2021.019,2021-03-05,0,3035518
2021.020,2021-03-09,1,2170252
2021.021,2021-03-12,3,3060375
2021.022,2021-03-16,0,2249900
2021.023,2021-03-19,2,3338482
2021.024,2021-03-23,0,2290433
